source_id,relpath,filename,extension,size_bytes,sha256,pages,text_chars,image_only_likely,review_method,reviewed_for_design,copyright_restriction,production_ready,clinical_claim_revalidation,human_runtime_default,source_group,domain,trust_tier,runtime_policy,allowed_uses,prohibited_uses,notes
SRC-096,약사 자료(외부로만 가지고나가지말기 __ㅇ)/정답조합 정답멘트 일반약 길라잡이 교재(1~8강)/06. 피부연고.pdf,06. 피부연고.pdf,pdf,3896715,3fb0e78742500c68eb4db4caa4b00867bfc9445c6d6ac44635067b365bd77280,44,42613,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,otc_topic_sales_guides,human_otc,C-D,candidate_only,증상별 질문·표현·카테고리 후보를 재작성,"공격적 복합판매, 원문 멘트 재사용, 검증 전 임상 사실",유용한 실무 구조와 판매 지향 표현을 분리해야 한다.
SRC-097,약사 자료(외부로만 가지고나가지말기 __ㅇ)/정답조합 정답멘트 일반약 길라잡이 교재(1~8강)/07. 여성케어.pdf,07. 여성케어.pdf,pdf,2415431,beb486fa3ba3c3bca2b9ada37c1d1e37c336fb41344d40d787d632aee3066c98,30,29395,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,otc_topic_sales_guides,human_otc,C-D,candidate_only,증상별 질문·표현·카테고리 후보를 재작성,"공격적 복합판매, 원문 멘트 재사용, 검증 전 임상 사실",유용한 실무 구조와 판매 지향 표현을 분리해야 한다.
SRC-098,약사 자료(외부로만 가지고나가지말기 __ㅇ)/정답조합 정답멘트 일반약 길라잡이 교재(1~8강)/08. 동물약.pdf,08. 동물약.pdf,pdf,2245055,6042a172e3368c688ff52c7ae7d74c083bdc7a970fc00fea7c637c0ae2094070,33,38798,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,animal_medicine_guide,animal_medicine,X,separate_domain_disabled,향후 수의·동물약 별도 제품에서 전문가 검토 후 후보,"사람 상담 모드 혼입, 사람 의약품 규칙과 교차 적용",인간 상담 코어와 물리적으로 분리.
SRC-099,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_1-1_감기기운과감기약.pdf,팜올플러스_미나약사의약국해답노트_1-1_감기기운과감기약.pdf,pdf,1536328,aa19c7d814ae1e04420f52c0c2dc9e4ae2f662d58e12d63944a975db860baa19,22,5822,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-100,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_1-2_감기예방.pdf,팜올플러스_미나약사의약국해답노트_1-2_감기예방.pdf,pdf,1297175,dac6da600f10dc10884dc7c6ee0247e7da872f9b24de4b6b790386ec242603ca,14,5393,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-101,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_1-3_코감기약과비염.pdf,팜올플러스_미나약사의약국해답노트_1-3_코감기약과비염.pdf,pdf,1109285,49f2511de001d8fa482cc80fa5646ec089bea1eac2e48388f667734566dc0846,17,5245,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-102,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_1-4_노란콧물.pdf,팜올플러스_미나약사의약국해답노트_1-4_노란콧물.pdf,pdf,1178451,9be05ef48737e3da76492b6cba81940676ddbf2c00ec72150f7ac2f9ac738732,19,6917,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-103,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_1-5_약이안듣는기침.pdf,팜올플러스_미나약사의약국해답노트_1-5_약이안듣는기침.pdf,pdf,2042283,cf85abf12899b044df856cbc5fcebb7c459a40fb86cbc64335495f0bd107c3a0,24,15244,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-104,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_1-6_인후통약.pdf,팜올플러스_미나약사의약국해답노트_1-6_인후통약.pdf,pdf,1931075,38efcc02f436ef0571bd96014f3976e112c51713737331f664184b475b9c96c8,18,4527,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-105,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_2-1_소화제종류.pdf,팜올플러스_미나약사의약국해답노트_2-1_소화제종류.pdf,pdf,1715667,861634aa95c8979d8a55b1cd4f62fea17770a3b716b9a2162fb732b69fc9e46a,16,6490,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-106,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_2-2_체기와한방소화제.pdf,팜올플러스_미나약사의약국해답노트_2-2_체기와한방소화제.pdf,pdf,1302111,8d42bcd984b88abfe26825399cb1c38ddc972fe54ca9f61873fc36db3d1b0320,21,7816,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-107,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_2-3_소화제효과없을때.pdf,팜올플러스_미나약사의약국해답노트_2-3_소화제효과없을때.pdf,pdf,1421631,3723ce6c81025eb59d7071930e4b8ae51ab5990ddc3a560429ecb6adbfd20420,14,6365,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-108,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_2-4_속쓰림.pdf,팜올플러스_미나약사의약국해답노트_2-4_속쓰림.pdf,pdf,1929751,74ca243a03cd1885b77120eedfff4e5c34469a77a7abac7e412d910e0b762974,22,7371,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-109,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_2-5_장염.pdf,팜올플러스_미나약사의약국해답노트_2-5_장염.pdf,pdf,1589210,ad313fcd56e7ea6c9551e3891553a5ef5599193c8f8dfc12b48102825510cbb7,25,12182,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-110,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_3-1_생리통약.pdf,팜올플러스_미나약사의약국해답노트_3-1_생리통약.pdf,pdf,1613445,35f049f0004fc5c2731a261b50f2e1d92fb641f574137c2f0b21e6579b879457,23,11317,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-111,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_3-2_생리미루기.pdf,팜올플러스_미나약사의약국해답노트_3-2_생리미루기.pdf,pdf,1089146,51de4809fea1f29580d00ff9af4694285fdb2fac8b79eabc3f9b8ffc60caf62a,27,12530,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-112,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_3-3_피임약망각.pdf,팜올플러스_미나약사의약국해답노트_3-3_피임약망각.pdf,pdf,720090,91a4f3b923b5f39a7a5c1c945885109ae62ea4d44773f83cd197fdbf19461956,15,6999,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-113,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_3-4_질염약.pdf,팜올플러스_미나약사의약국해답노트_3-4_질염약.pdf,pdf,903485,0c980124f59884de291e00c2dd8d7f4d706044f3418bdf117829c52c64d7a8b7,24,12881,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-114,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_3-5_방광염.pdf,팜올플러스_미나약사의약국해답노트_3-5_방광염.pdf,pdf,1267174,14b5dbc63fa07df77af7ee78ab6557843a23ecca19a5928742650968caa84e3d,24,13156,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-115,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_3-6_PMS.pdf,팜올플러스_미나약사의약국해답노트_3-6_PMS.pdf,pdf,756750,0e116894215d07b540eefca14313e4c632b9a4bd169316b1306d43b89a7d0304,16,6767,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-116,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_3-7_갱년기.pdf,팜올플러스_미나약사의약국해답노트_3-7_갱년기.pdf,pdf,820186,e56afacbb261c1f3925b04964d0e860a16278627c5e05eac7ad9d533317e353e,21,14258,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-117,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_4-1_몇도부터해열제.pdf,팜올플러스_미나약사의약국해답노트_4-1_몇도부터해열제.pdf,pdf,1401767,a89be096838582f1f0491bf25ced4698ae78b3fd248fcf09e518b3c2c60c51ac,19,7536,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-118,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_4-2_해열제종류.pdf,팜올플러스_미나약사의약국해답노트_4-2_해열제종류.pdf,pdf,1180871,19aa0743f8f1f3c441d78a1e3ec0e8e41ae062f4950f054b70dcfb99b74e196e,21,16125,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-119,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_4-3_소아감기약병용.pdf,팜올플러스_미나약사의약국해답노트_4-3_소아감기약병용.pdf,pdf,1708122,383f2fb87f57dd12c922f8c680fb9f66b3123c0611130cd7b917fe62e3455fb5,21,8655,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-120,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_4-4_소아구토설사.pdf,팜올플러스_미나약사의약국해답노트_4-4_소아구토설사.pdf,pdf,1413237,e9d38aa0467a371f6ed116b0eaf42126ffb682d12f9e079fb4a68bac7eec9175,24,12182,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-121,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_5-1_알레르기습진.pdf,팜올플러스_미나약사의약국해답노트_5-1_알레르기습진.pdf,pdf,1280824,1a6e2e06ff493ec70761e2595e119dc76e42ee33291f09dc0e3d5f1f0ea37527,18,6802,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-122,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_5-2_무좀.pdf,팜올플러스_미나약사의약국해답노트_5-2_무좀.pdf,pdf,1350086,1ed71f6e64569dd40fc067f7643bea4698b680b895446f0bf1c565dc85b1d03d,17,6116,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-123,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_5-3_아이아토피.pdf,팜올플러스_미나약사의약국해답노트_5-3_아이아토피.pdf,pdf,1591750,877fcacd2f6614739496abac6cb0ff158d75ec027839e79f2e2469d3346c9979,20,10995,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
SRC-124,약사 자료(외부로만 가지고나가지말기 __ㅇ)/팜올플러스_미나약사의약국해답노트_26강/팜올플러스_미나약사의약국해답노트_5-4_여드름약.pdf,팜올플러스_미나약사의약국해답노트_5-4_여드름약.pdf,pdf,1695308,1b4d8f4ce55b7ac528bf7b98cfaba299e759f87f2d691d1f5f73f30c048e3123,22,9044,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,topic_answer_notes,human_otc,C,candidate_only,증상별 분기·확인 질문·상담카드 주제 목록,검증 전 치료·용량·금기·상호작용·질환 판정,세부 주제 분리가 좋아 카드 인벤토리의 출발점으로 적합.
